u_id,sha256,size_bytes,collection,record_type,verified_title,title_source,identity_status,title_token_overlap,doi,doi_source,doi_confidence,arxiv_id,arxiv_source,arxiv_confidence,page_count,tier,source_url,acquired_from,legacy_primary_alias,object_path,digest_path
U129,a376e80138afe1c3b55cc8e9c8834c37bd157ebbac3a301755ce30a16bf70543,290923,is2,paper,NeuCLIRBench: Modern Evaluation for Cross-Language IR,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2511.14758,acquisition_url,high,14,C,https://arxiv.org/abs/2511.14758,https://arxiv.org/pdf/2511.14758,research/ref-paper/is2/pdfs/10_neuclirbench_modern_evaluation_for_cross_language_2025.pdf,01_evidence/C-tier/U129_neuclirbench_modern_evaluation_for_cross_language_ir.pdf,01_evidence/literature/validated-digests/U129_neuclirbench_modern_evaluation_for_cross_language_ir_digest.md
U130,30e9e24eb2025077501fe67fa930f65703cd6d35519cf8a8cc2f5753c0f5b026,1049047,is2,paper,Efficiently Aligned Cross-Lingual Transfer via Prompt-Tuning (EACL 2024),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,17,B,https://aclanthology.org/2024.findings-eacl.85,https://aclanthology.org/2024.findings-eacl.85.pdf,research/ref-paper/is2/pdfs/11_efficiently_aligned_cross_lingual_transfer_via_2024.pdf,01_evidence/B-tier/U130_efficiently_aligned_cross_lingual_transfer_via_prompt_tuning_eacl_2024.pdf,01_evidence/literature/validated-digests/U130_efficiently_aligned_cross_lingual_transfer_via_prompt_tuning_eacl_2024_digest.md
U131,46838903990945d2b2880da5427f7ba22cbc5473eaadbba2c668aa4ad8256006,1449376,is2,paper,A Hybrid LLM–KG Framework for Biomedical QA (LLaMA-3B + Neo4j),acquisition_metadata_verified_in_pdf,verified,1.0000,10.38094/jastt62404,pdf_front_matter,medium,,,not_detected,16,B,https://jastt.org/index.php/jasttpath/article/download/404/107,https://jastt.org/index.php/jasttpath/article/download/404/107,research/ref-paper/is2/pdfs/14_a_hybrid_llmkg_framework_for_biomedical_2025.pdf,01_evidence/B-tier/U131_a_hybrid_llm_kg_framework_for_biomedical_qa_llama_3b_neo4j.pdf,01_evidence/literature/validated-digests/U131_a_hybrid_llm_kg_framework_for_biomedical_qa_llama_3b_neo4j_digest.md
U132,aa2f2e996aee1463b6f9f03aed50037f7269d219915ae5bd2c1a0dbeb5664529,766049,is2,paper,Judging the Judges: LLM-Generated Relevance Judgments (LLMJudge@SIGIR2024),acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8750,,,not_detected,2502.13908,acquisition_url,high,11,B,https://arxiv.org/abs/2502.13908,https://arxiv.org/pdf/2502.13908,research/ref-paper/is2/pdfs/22_judging_the_judges_llm_generated_relevance_2025.pdf,01_evidence/B-tier/U132_judging_the_judges_llm_generated_relevance_judgments_llmjudge_sigir2024.pdf,01_evidence/literature/validated-digests/U132_judging_the_judges_llm_generated_relevance_judgments_llmjudge_sigir2024_digest.md
U133,d60e93a406b54650b9e28980b70ace00cf9126c23a04f0f2de51fb35a2bf88df,487404,is2,paper,TREC 2024 RAG Track: Human vs LLM Support Judges,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2504.15205,acquisition_url,high,16,B,https://arxiv.org/abs/2504.15205,https://arxiv.org/pdf/2504.15205,research/ref-paper/is2/pdfs/23_trec_2024_rag_track_human_vs_2025.pdf,01_evidence/B-tier/U133_trec_2024_rag_track_human_vs_llm_support_judges.pdf,01_evidence/literature/validated-digests/U133_trec_2024_rag_track_human_vs_llm_support_judges_digest.md
U134,6df788707b91ad54b598e04262f416ed695088f9bcceab34cb624bf299e9d241,398626,is2,paper,FaithJudge: Benchmarking LLM Faithfulness in RAG,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2505.04847,acquisition_url,high,13,B,https://arxiv.org/abs/2505.04847,https://arxiv.org/pdf/2505.04847,research/ref-paper/is2/pdfs/24_faithjudge_benchmarking_llm_faithfulness_in_rag_2025.pdf,01_evidence/B-tier/U134_faithjudge_benchmarking_llm_faithfulness_in_rag.pdf,01_evidence/literature/validated-digests/U134_faithjudge_benchmarking_llm_faithfulness_in_rag_digest.md
U135,ab62e49c653c949b9dc6f895bf22232fe2ec23cc6c3caaf6b8795d55e3f0cb56,809960,is2,paper,BRIDGE: Uncovering Missing Relevant Chunks (ICLR 2026),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,29,B,https://openreview.net/forum?id=DD5RNCHuzq,https://openreview.net/pdf?id=DD5RNCHuzq,research/ref-paper/is2/pdfs/25_bridge_uncovering_missing_relevant_chunks_iclr_2025.pdf,01_evidence/B-tier/U135_bridge_uncovering_missing_relevant_chunks_iclr_2026.pdf,01_evidence/literature/validated-digests/U135_bridge_uncovering_missing_relevant_chunks_iclr_2026_digest.md
U136,49f456c744cac4048018588550bf5ccb68ad29b49442d7bd227f21c9398824cd,605888,is2,paper,LegalBench-RAG: Benchmark for RAG in Legal Domain,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2408.10343,acquisition_url,high,12,B,https://arxiv.org/abs/2408.10343,https://arxiv.org/pdf/2408.10343,research/ref-paper/is2/pdfs/26_legalbench_rag_benchmark_for_rag_in_2024.pdf,01_evidence/B-tier/U136_legalbench_rag_benchmark_for_rag_in_legal_domain.pdf,01_evidence/literature/validated-digests/U136_legalbench_rag_benchmark_for_rag_in_legal_domain_digest.md
U137,f0137d1108edca4414adacfede42e0e32ad0a2d173844dc2769e1f170d339438,718252,is2,paper,A Reasoning-Focused Legal Retrieval Benchmark (CSLAW 2025),acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8333,10.1145/3709025.3712219,pdf_front_matter,medium,,,not_detected,25,B,https://reglab.github.io/legal-rag-benchmarks,https://neelguha.github.io/assets/pdf/zheng_2025_reasoning_focused_legal_rag_benchmark.pdf,research/ref-paper/is2/pdfs/27_a_reasoning_focused_legal_retrieval_benchmark_2025.pdf,01_evidence/B-tier/U137_a_reasoning_focused_legal_retrieval_benchmark_cslaw_2025.pdf,01_evidence/literature/validated-digests/U137_a_reasoning_focused_legal_retrieval_benchmark_cslaw_2025_digest.md
U138,2ed9197ce01aa3bc55611ec163939fe00444a7f6473334365c3f7c1f2f6212b3,96863,is2,paper,Using the Triangle Inequality to Accelerate k-Means,pdfinfo,alias_title_mismatch,0.0000,,,not_detected,,,not_detected,7,N,https://github.com/pgvector/pgvector,https://cdn.aaai.org/ICML/2003/ICML03-022.pdf,research/ref-paper/is2/pdfs/34_pgvector_open_source_vector_similarity_search_2021.pdf,01_evidence/N-tier/U138_using_the_triangle_inequality_to_accelerate_k_means.pdf,01_evidence/literature/validated-digests/U138_using_the_triangle_inequality_to_accelerate_k_means_digest.md
U139,958032a7f60cd26042f7115eb2d18592d98c0cd01a20f83bb5ef8a3f4d7a7c78,654885,is2,paper,Soft Language Prompts for Language Transfer (EACL 2024),acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8000,,,not_detected,2407.02317,acquisition_url,high,19,B,https://arxiv.org/abs/2407.02317,https://arxiv.org/pdf/2407.02317,research/ref-paper/is2/pdfs/41_soft_language_prompts_for_language_transfer_2024.pdf,01_evidence/B-tier/U139_soft_language_prompts_for_language_transfer_eacl_2024.pdf,01_evidence/literature/validated-digests/U139_soft_language_prompts_for_language_transfer_eacl_2024_digest.md
U140,acf5f1b6e2324cbbb5e55cdb5511dce2e6f07105feddebba35c43ad60202e20a,456732,is2,paper,Hybrid Batch Training for Multilingual Retrieval (MIRACL),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,17,B,https://openreview.net/pdf?id=zkNCWtw2fd,https://openreview.net/pdf?id=zkNCWtw2fd,research/ref-paper/is2/pdfs/43_hybrid_batch_training_for_multilingual_retrieval_2024.pdf,01_evidence/B-tier/U140_hybrid_batch_training_for_multilingual_retrieval_miracl.pdf,01_evidence/literature/validated-digests/U140_hybrid_batch_training_for_multilingual_retrieval_miracl_digest.md
U141,c1367879dd1b5265fa17ca71f311cc864e2899b49d7e8c44243bd1286e38bcfe,1205473,is2,paper,"Survey of Tasks, Datasets, Models in Legal NLP",acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2410.21306,acquisition_url,high,35,C,https://arxiv.org/abs/2410.21306,https://arxiv.org/pdf/2410.21306,research/ref-paper/is2/pdfs/44_survey_of_tasks_datasets_models_in_2024.pdf,01_evidence/C-tier/U141_survey_of_tasks_datasets_models_in_legal_nlp.pdf,01_evidence/literature/validated-digests/U141_survey_of_tasks_datasets_models_in_legal_nlp_digest.md
U142,49aa9c8c578b09560e8bc59cf84b1575cbb531e6d4a9cb6e405d1092e6a354c7,1623319,is2,paper,TREC 2023 NeuCLIR Track: Cross-Language Neural Retrieval,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,27,B,https://trec.nist.gov/pubs/trec32/papers/Overview_neuclir.pdf,https://trec.nist.gov/pubs/trec32/papers/Overview_neuclir.pdf,research/ref-paper/is2/pdfs/50_trec_2023_neuclir_track_cross_language_2023.pdf,01_evidence/B-tier/U142_trec_2023_neuclir_track_cross_language_neural_retrieval.pdf,01_evidence/literature/validated-digests/U142_trec_2023_neuclir_track_cross_language_neural_retrieval_digest.md
U143,dcdca487711eb62d7968a9a4165c51185f9881115d18ff0c2f9047f1f8b8665d,2181025,is2,paper,"Beyond Keywords: Optimizing Legal Information Retrieval through Embeddings, Cross-Encoders, and Large Language Models",rendered_title_page_visual_review,verified,0.7143,,,not_detected,,,not_detected,65,B,https://www.diva-portal.org/smash/get/diva2:1963310/FULLTEXT01.pdf,https://www.diva-portal.org/smash/get/diva2:1963310/FULLTEXT01.pdf,research/ref-paper/is2/pdfs/51_optimizing_legal_information_retrieval_via_cross_2024.pdf,01_evidence/B-tier/U143_beyond_keywords_optimizing_legal_information_retrieval_through_embedding.pdf,01_evidence/literature/validated-digests/U143_beyond_keywords_optimizing_legal_information_retrieval_through_embedding_digest.md
U144,079b2c06a2d90c717d86e1c2127122ce9a7ac5e2b574ce26162d1155b02fc02a,1197399,is2,paper,Case-Aware LLM-as-a-Judge for Enterprise RAG,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2602.20379,acquisition_url,high,15,B,https://arxiv.org/abs/2602.20379,https://arxiv.org/pdf/2602.20379,research/ref-paper/is2/pdfs/52_case_aware_llm_as_a_judge_2025.pdf,01_evidence/B-tier/U144_case_aware_llm_as_a_judge_for_enterprise_rag.pdf,01_evidence/literature/validated-digests/U144_case_aware_llm_as_a_judge_for_enterprise_rag_digest.md
U145,47a0759d5f5dfcc7516579c083ff5e44bfdd12164db86149f2fee8792d382122,1204779,is2,paper,LegalBench: Measuring Legal Reasoning in LLMs,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2308.11462,acquisition_url,high,143,C,https://arxiv.org/abs/2308.11462,https://arxiv.org/pdf/2308.11462,research/ref-paper/is2/pdfs/53_legalbench_measuring_legal_reasoning_in_llms_2023.pdf,01_evidence/C-tier/U145_legalbench_measuring_legal_reasoning_in_llms.pdf,01_evidence/literature/validated-digests/U145_legalbench_measuring_legal_reasoning_in_llms_digest.md
U146,c1f7caa804e849a941fa106272f0fbc3ee0c1ba49fb5b4c45e9ca1d3f1c8a113,3448419,is2,paper,Medical Graph RAG: Towards Safe Medical Large Language Models via Graph Retrieval-Augmented Generation,rendered_first_page_text,verified_with_title_variation,0.2857,,,not_detected,2408.04187,acquisition_url,high,10,B,https://arxiv.org/abs/2408.04187,https://arxiv.org/pdf/2408.04187,research/ref-paper/is2/pdfs/57_medgraphrag_medical_kg_rag_with_evidence_2025.pdf,01_evidence/B-tier/U146_medical_graph_rag_towards_safe_medical_large_language_models_via_graph_r.pdf,01_evidence/literature/validated-digests/U146_medical_graph_rag_towards_safe_medical_large_language_models_via_graph_r_digest.md
U147,b46fe84f7d4ed941ea6273fd4ff243057fc98a01273e1d75f33ada3988da5a8f,348243,is2,paper,Drug Repurposing via Graph-of-Thoughts (GoT) + PrimeKG,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,14,B,https://openreview.net/forum?id=lbnPkTlwyR,https://openreview.net/pdf?id=lbnPkTlwyR,research/ref-paper/is2/pdfs/58_drug_repurposing_via_graph_of_thoughts_2026.pdf,01_evidence/B-tier/U147_drug_repurposing_via_graph_of_thoughts_got_primekg.pdf,01_evidence/literature/validated-digests/U147_drug_repurposing_via_graph_of_thoughts_got_primekg_digest.md
U148,c8eb99d7926c9febf8e4e416202ad9d13479a2d462167aad7ace539531f58b45,1597330,is2,paper,LLaDR: LLM-Assisted Biomedical Concept Mapping for Drug Repurposing,acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8750,,,not_detected,2510.12181,acquisition_url,high,16,B,https://arxiv.org/abs/2510.12181,https://arxiv.org/pdf/2510.12181,research/ref-paper/is2/pdfs/59_lladr_llm_assisted_biomedical_concept_mapping_2025.pdf,01_evidence/B-tier/U148_lladr_llm_assisted_biomedical_concept_mapping_for_drug_repurposing.pdf,01_evidence/literature/validated-digests/U148_lladr_llm_assisted_biomedical_concept_mapping_for_drug_repurposing_digest.md
U149,07aefa5f1673e1825b696df49ff2d5c0b79c02fe579f131a850f6baf8d0458d9,7275454,is1-dapfam,paper,"Benchmarking Patent Embeddings: A Multi-Task Evaluation of 22 Models Across Retrieval, Classification, and Clustering",rendered_first_page_text,verified,1.0000,,,not_detected,2605.24297,pdf_front_matter,medium,31,A,,,research/ref-paper/is1/dapfam-pdfs/04_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models.pdf,01_evidence/A-tier/U149_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro.pdf,01_evidence/literature/validated-digests/U149_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro_digest.md
U150,88ee7461ad319c999153311c457c727ed78945f62b33a3f040d8b35439692b74,185008,structures,template,The Structure of an Academic Paper,rendered_first_page_text,verified,1.0000,,,not_detected,,,not_detected,5,N,,,research/ref-paper/structures/_structure_of_a_paper.pdf,01_evidence/N-tier/U150_the_structure_of_an_academic_paper.pdf,01_evidence/literature/validated-digests/U150_the_structure_of_an_academic_paper_digest.md
U151,4e7d36b233673a3793b95e7834e588acf19bcea3b292c7168781a95df792797d,1051972,is1,paper,SkillOpt-Lite: Better and Faster Agent Self-Evolution via One Line of Vibe,pdfinfo,verified,1.0000,,,not_detected,2607.03451,pdf_front_matter,medium,16,A,,,research/ref-paper/is1/pdfs/85_skillopt_lite_better_and_faster_agent.pdf,01_evidence/A-tier/U151_skillopt_lite_better_and_faster_agent_self_evolution_via_one_line_of_vib.pdf,01_evidence/literature/validated-digests/U151_skillopt_lite_better_and_faster_agent_self_evolution_via_one_line_of_vib_digest.md
U152,a77d17230e6e1b29be82a61667dad4ed57fe3224f514aeb48141d71d1e0d14c0,5257658,is1,paper,Marginal Advantage Accumulation for Memory-Driven Agent Self-Evolution,pdfinfo,verified,1.0000,,,not_detected,2606.20475,pdf_front_matter,medium,26,A,,,research/ref-paper/is1/pdfs/86_marginal_advantage_accumulation_for_memory_driven_agent.pdf,01_evidence/A-tier/U152_marginal_advantage_accumulation_for_memory_driven_agent_self_evolution.pdf,01_evidence/literature/validated-digests/U152_marginal_advantage_accumulation_for_memory_driven_agent_self_evolution_digest.md
U153,ac08480ae67c537dcfdc7ddb9dd1938adde2330943c09b3682a8f8e7383b1cfe,767174,is1,paper,SkillGrad: Optimizing Agent Skills Like Gradient Descent,pdfinfo,verified,1.0000,,,not_detected,2605.27760,pdf_front_matter,medium,26,A,,,research/ref-paper/is1/pdfs/87_skillgrad_optimizing_agent_skills_like_gradient_descent.pdf,01_evidence/A-tier/U153_skillgrad_optimizing_agent_skills_like_gradient_descent.pdf,01_evidence/literature/validated-digests/U153_skillgrad_optimizing_agent_skills_like_gradient_descent_digest.md
